rank,holderId,legacyV1Address,etherscanLabel,holderType,isContractAtSnapshot,codeBytesAtSnapshot,v1RawAmount,v1Amount,v2RawAmount,v2Amount,conversionRule,proposedDisposition,dispositionReason,draftThresholdEligible,destinationAddress,addressOverride,addressOverrideProofHash,ownerDecision,ownerDecisionReference,draftBatch,draftIndexInBatch,sourceAllocationId,sourceSafe,status
46,v1-mainnet-0046,0xdc3c3baf41a7f50151d4109307907ce39bc2b16e,,EOA_CANDIDATE,False,0,147000000000000,147.000000000000,147000000000000000000,147.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
47,v1-mainnet-0047,0x73643770f1c0e7a92492f4217535c6a0bf17d47e,,EOA_CANDIDATE,False,0,129397410000000,129.397410000000,129397410000000000000,129.397410000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
48,v1-mainnet-0048,0xf5d6eb8e7b0a69028e94c748e562cb2ebecdb621,,EOA_CANDIDATE,False,0,125452190000000,125.452190000000,125452190000000000000,125.452190000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
49,v1-mainnet-0049,0xd3bab778576b948370c1fba8e209ac65c046b8f9,,EOA_CANDIDATE,False,0,122835040000000,122.835040000000,122835040000000000000,122.835040000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
50,v1-mainnet-0050,0xa3996b9977cdbf77c6f7717894d58a66a6789d9c,,SMART_CONTRACT,True,6235,104073564052835,104.073564052835,104073564052835000000,104.073564052835000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_CONTRACT_RECIPIENT_REVIEW,"Contract recipients require ownership, recovery and token-compatibility review.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
51,v1-mainnet-0051,0xe35c51d899c5524347a384c1012bb5b76af85b24,,EOA_CANDIDATE,False,0,90000000000000,90.000000000000,90000000000000000000,90.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
52,v1-mainnet-0052,0x731906e287bea52aa282b7015681920cfaf62708,,EOA_CANDIDATE,False,0,80000000000000,80.000000000000,80000000000000000000,80.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
53,v1-mainnet-0053,0x6dd35292b41e2382ee1aadd535e286cbc3c8e22f,,EIP7702_DELEGATED_ACCOUNT,True,23,79424720000000,79.424720000000,79424720000000000000,79.424720000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_ACCOUNT_CONTROL_REVIEW,23-byte delegated account code requires control and destination review before inclusion.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
54,v1-mainnet-0054,0xbe048116f1d1efb94ec76e4c3ec02061507c3ad2,,EOA_CANDIDATE,False,0,74600000000000,74.600000000000,74600000000000000000,74.600000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
55,v1-mainnet-0055,0x9df20fd500a7d95cf6d6a1d3f154e262c2c42f52,,EOA_CANDIDATE,False,0,63038520000000,63.038520000000,63038520000000000000,63.038520000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
56,v1-mainnet-0056,0x86119c0ff7b52d9ce46370623bdca2acf4e5490c,,EOA_CANDIDATE,False,0,60722200000000,60.722200000000,60722200000000000000,60.722200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
57,v1-mainnet-0057,0x61f77deceb2e112911cc7e26bfe078f56cfc478d,ByBit Dep: 0x61f77DEcEb2e112911cC7E26Bfe078F56cfc478D,CUSTODIAL_EXCHANGE_DEPOSIT,False,0,53000000000000,53.000000000000,53000000000000000000,53.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_DESTINATION_PROOF_REQUIRED,Exchange deposit addresses must not receive V2 without a signed alternate-destination instruction and custody review.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
58,v1-mainnet-0058,0x2bca518196db0a38ed16b7596ef2335d6d5af074,,EOA_CANDIDATE,False,0,50000000000000,50.000000000000,50000000000000000000,50.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
59,v1-mainnet-0059,0x0bc85890b24d272b4cdec3d11b6f74826d052da7,,EOA_CANDIDATE,False,0,43542978992874,43.542978992874,43542978992874000000,43.542978992874000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
60,v1-mainnet-0060,0x82704413c95ecdf34e5e619b75f06d77ce6ee578,,EOA_CANDIDATE,False,0,39668200000000,39.668200000000,39668200000000000000,39.668200000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
61,v1-mainnet-0061,0x44c189d5f02a755081bef5e1cd5b871783b45b3a,,EOA_CANDIDATE,False,0,37887968030000,37.887968030000,37887968030000000000,37.887968030000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
62,v1-mainnet-0062,0x0c8c2333cebfe716bdd7498209c30640e49406cd,,EOA_CANDIDATE,False,0,32186180000000,32.186180000000,32186180000000000000,32.186180000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
63,v1-mainnet-0063,0x4c71c9622d884854c48e00239538da5305c3f810,,EOA_CANDIDATE,False,0,30000000000000,30.000000000000,30000000000000000000,30.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
64,v1-mainnet-0064,0x4f27bfccd67508a98e5a32d0a8cdc2738af110b9,,EOA_CANDIDATE,False,0,29000000000000,29.000000000000,29000000000000000000,29.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
65,v1-mainnet-0065,0x473c255acce8a8c9547c0dec063395d9a33e0162,Binance Dep: 0x473c255acCE8A8C9547c0DeC063395d9a33E0162,CUSTODIAL_EXCHANGE_DEPOSIT,False,0,28452680000000,28.452680000000,28452680000000000000,28.452680000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_DESTINATION_PROOF_REQUIRED,Exchange deposit addresses must not receive V2 without a signed alternate-destination instruction and custody review.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
66,v1-mainnet-0066,0x0b48140916820995df02a19c387d9301b89a85ce,,EOA_CANDIDATE,False,0,22000000000000,22.000000000000,22000000000000000000,22.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
67,v1-mainnet-0067,0x5a43e3db3bc6979ac10ce25d3fb51d1fbb8b9f9f,,EOA_CANDIDATE,False,0,22000000000000,22.000000000000,22000000000000000000,22.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
68,v1-mainnet-0068,0x1f059b7c86c293c27699c67376be0d525b03ef48,,EOA_CANDIDATE,False,0,20000000000000,20.000000000000,20000000000000000000,20.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
69,v1-mainnet-0069,0x51f61291d4bbf9666b91cb68618a73b8f47024de,,EIP7702_DELEGATED_ACCOUNT,True,23,19396119810000,19.396119810000,19396119810000000000,19.396119810000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),HOLD_ACCOUNT_CONTROL_REVIEW,23-byte delegated account code requires control and destination review before inclusion.,False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
70,v1-mainnet-0070,0x9863694f4ef5417be7063145cad7c7e9d5518247,,EOA_CANDIDATE,False,0,17277361947033,17.277361947033,17277361947033000000,17.277361947033000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
71,v1-mainnet-0071,0x28357849c3d8a88bb43e3e3860d7d7065903ff5b,,EOA_CANDIDATE,False,0,15922400000000,15.922400000000,15922400000000000000,15.922400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
72,v1-mainnet-0072,0xbfbbcae4988adcc0d075fe7564e2dccd6d334ce4,,EOA_CANDIDATE,False,0,15000000000000,15.000000000000,15000000000000000000,15.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
73,v1-mainnet-0073,0x09ada5d4494856a87c02892d44e41c713d70307b,,EOA_CANDIDATE,False,0,14101400000000,14.101400000000,14101400000000000000,14.101400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
74,v1-mainnet-0074,0x8bda05bcceb7618093200b42674820a21f79dc08,,EOA_CANDIDATE,False,0,11748900000000,11.748900000000,11748900000000000000,11.748900000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
75,v1-mainnet-0075,0x2387eae895d2e3c5acbc3f708832504d910fd5e4,,EOA_CANDIDATE,False,0,10000000000000,10.000000000000,10000000000000000000,10.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
76,v1-mainnet-0076,0xb60e3ecdc4beba1f0ced0354fbbd71a5fbf6468d,,EOA_CANDIDATE,False,0,10000000000000,10.000000000000,10000000000000000000,10.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
77,v1-mainnet-0077,0xcadbb23b8e18d216b8b25c9f21a18b9cf2d21fc1,,EOA_CANDIDATE,False,0,10000000000000,10.000000000000,10000000000000000000,10.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
78,v1-mainnet-0078,0xcb3f083c32772fbefc1f2a5aa86e76c7686def63,,EOA_CANDIDATE,False,0,10000000000000,10.000000000000,10000000000000000000,10.000000000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
79,v1-mainnet-0079,0x5cf8cfe8382f2deaef6928c8210a82b972af3f67,,EOA_CANDIDATE,False,0,9993100000000,9.993100000000,9993100000000000000,9.993100000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
80,v1-mainnet-0080,0x80021c8cd3397c471daa8528aa913eec290fd3cc,,EOA_CANDIDATE,False,0,9973500000000,9.973500000000,9973500000000000000,9.973500000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
81,v1-mainnet-0081,0x7cc1c89bcacf01e01ea1e89f7a6cc1e1b99123d3,,EOA_CANDIDATE,False,0,9972800000000,9.972800000000,9972800000000000000,9.972800000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
82,v1-mainnet-0082,0x2714fa2b22a63bca09d6489d4da39187a6cb6483,,EOA_CANDIDATE,False,0,9966600000000,9.966600000000,9966600000000000000,9.966600000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
83,v1-mainnet-0083,0x1508e60df404c3d862a8860578b2af51bdbfa1a7,,EOA_CANDIDATE,False,0,9959400000000,9.959400000000,9959400000000000000,9.959400000000000000,v2RawAmount = v1RawAmount * 1000000 (12->18 decimals),PENDING_OWNER_ELIGIBILITY_APPROVAL,"Ordinary EOA candidate; inclusion still depends on V1 deprecation, threshold policy and owner approval.",False,,False,0x0000000000000000000000000000000000000000000000000000000000000000,PENDING,,,,OWNER_SELECTION_REQUIRED,OWNER_SELECTION_REQUIRED,DRAFT_NOT_EXECUTABLE
